gene_symbol,corr,corrpval,type,corrpadj
ABCC10,-0.5225140712945591,6.481386153998805e-4,qVal,0.02259943792301289
AKT1,-0.5932486631016043,3.558871664077767e-4,qVal,0.016495834769702785
ATP4A,-0.5027485362200567,0.001518004822028151,qVal,0.03835947016563271
BRMS1,-0.5058823529411764,0.0025731588113057343,qVal,0.049239449008885675
C19orf53,-0.5395922238027501,6.860730206462311e-4,qVal,0.023378457930808692
C19orf54,-0.48221906116642954,0.002796601110360528,qVal,0.049719809464038166
CCDC107,-0.4952380952380953,0.0027947494881184294,qVal,0.049719809464038166
CD46,-0.5770817417876241,4.473766863380745e-4,qVal,0.018806545188305226
CD74,-0.5211000474158369,0.0011065312892645884,qVal,0.03130300464850389
CERS5,-0.6322901849217638,4.0312081575054034e-5,qVal,0.007170203291275037
CHID1,-0.4983193277310925,0.0026096072953429696,qVal,0.049239449008885675
CHKA,-0.518466898954704,6.146077479998563e-4,qVal,0.022343261815350412
CHMP4B,-0.5073494547178757,0.001553823900560246,qVal,0.038670824111417285
CORO1B,-0.5550607287449393,3.083419769878086e-4,qVal,0.01586807146184699
COX6C,-0.5528225806451614,0.0014979076364305054,qVal,0.03828175311741144
CSNK1D,-0.4959514170040486,0.0015129872784285323,qVal,0.03835947016563271
CYB5D2,-0.5403361344537816,9.636883989025294e-4,qVal,0.02955849392271775
DAPK3,-0.475261324041812,0.001894781703017944,qVal,0.04321323560408053
DNAJC17,-0.5653846153846154,2.2686455055727904e-4,qVal,0.014066019820831182
DNLZ,-0.6118466898954705,3.152356406610104e-5,qVal,0.00696279912191679
E2F4,-0.5024390243902439,0.0011045845901722006,qVal,0.03130300464850389
EIF1,-0.5789473684210525,1.4940588320537022e-4,qVal,0.012415702044460292
EIF3G,-0.605218377765173,3.185087032686387e-5,qVal,0.00696279912191679
EPN1,-0.4611498257839722,0.0026601125187103642,qVal,0.049239449008885675
EWSR1,-0.5097165991902833,0.001069542037910835,qVal,0.030864118981640303
FKRP,-0.5439325965641755,5.093876620814474e-4,qVal,0.020641673009390543
FUBP3,-0.6135244556297187,6.0268783016232704e-5,qVal,0.00797320547079455
GAPDH,-0.5367472735893788,7.396558660503823e-4,qVal,0.024644237670330513
GLRX3,-0.5882352941176472,2.642224169032577e-4,qVal,0.01568507905302431
HDAC10,-0.5366946778711486,0.0010556206176779198,qVal,0.030864118981640303
HNRNPAB,-0.4675422138836772,0.0026055228689275296,qVal,0.049239449008885675
HNRNPH3,-0.5101214574898785,0.0010584696542824596,qVal,0.030864118981640303
HNRNPM,-0.49884169884169893,0.0022160725388208798,qVal,0.04701836924347319
HNRNPUL2,-0.5284090909090909,0.0018258900742959873,qVal,0.04275388178847869
JSRP1,-0.5152642521063573,0.0010888239171604232,qVal,0.031194458467436837
LIN37,-0.5966735966735967,1.0535785520932121e-4,qVal,0.009850540198625664
MFSD10,-0.5747893642630484,2.0882678349503795e-4,qVal,0.013745887266301961
MIEN1,-0.49190283400809715,0.0016712677331181319,qVal,0.040285619103980805
MORC2,-0.542914979757085,4.372469625935953e-4,qVal,0.018575004704410467
NCDN,-0.6330022918258212,8.481822794172549e-5,qVal,0.009192989207226155
NDUFB7,-0.4761133603238866,0.00243777939112137,qVal,0.049239449008885675
NUDT16L1,-0.6165882481671955,5.4281038338282355e-5,qVal,0.007626557044377749
OTUB1,-0.5613508442776735,2.1086398874496117e-4,qVal,0.013745887266301961
OXA1L,-0.49381770434402006,0.0018483769469320127,qVal,0.04275388178847869
PABPC1,-0.5601214574898785,2.655913242908663e-4,qVal,0.01568507905302431
PACS2,-0.4867595818815332,0.001422860067928814,qVal,0.03699436176614916
PCIF1,-0.49009009009009014,0.0027038553523973607,qVal,0.049654396937574494
PITPNM2,-0.6228070175438597,5.59529529712018e-5,qVal,0.007626557044377749
PLEKHG6,-0.599314784410488,2.2828355867511702e-4,qVal,0.014066019820831182
POMT1,-0.5898093841642229,4.8766298024678135e-4,qVal,0.020123927386697455
PPDPF,-0.4688555347091932,0.0025264623300800533,qVal,0.049239449008885675
PPP1CA,-0.5560728744939271,2.9932713179600364e-4,qVal,0.01586807146184699
PPP5C,-0.48279352226720645,0.002082126307367976,qVal,0.04524349821517466
PPP6R1,-0.4881801125703564,0.0015844299689457804,qVal,0.03915805494680286
PRELID1,-0.6122230710466005,1.6285602948491713e-4,qVal,0.012415702044460292
PSMB5,-0.5831053725790567,1.618775843996557e-4,qVal,0.012415702044460292
PSMC5,-0.6721254355400699,2.9906120810756908e-6,qVal,0.0026903546281356913
PTPN12,-0.5328185328185329,9.757892056221455e-4,qVal,0.029656080046543316
PTPN23,-0.4797909407665506,0.0016944512503618704,qVal,0.040540647468764325
RABL6,-0.5111498257839722,7.510179555661727e-4,qVal,0.02483881444218121
RPL28,-0.49193930772878136,0.0022388065045822647,qVal,0.047277707312727825
RPL3,-0.5161943319838057,9.041946699800628e-4,qVal,0.028641321306833258
RPL36,-0.4618466898954705,0.002616725280639294,qVal,0.049239449008885675
RPL41,-0.545301757066463,0.0010214073965491692,qVal,0.030693811239247946
RPS16,-0.4630393996247654,0.0028934090405695386,qVal,0.04973698533622567
RPS6KB2,-0.5153846153846153,9.235327206497238e-4,qVal,0.029049301940436766
SCAF1,-0.4869337979094078,0.001416597792973374,qVal,0.03699436176614916
SERINC4,-0.4647410558355495,0.002517259111833524,qVal,0.049239449008885675
SH2B1,-0.5718349928876244,2.7963989291287334e-4,qVal,0.015847625046570665
SH3BGRL3,-0.4874493927125506,0.001862164110004348,qVal,0.04275388178847869
SIVA1,-0.5741978609625669,5.948065009375171e-4,qVal,0.021929833124729115
